review title,review,place name,category,city
Top restaurant,,Café Restaurant Limoni Marrakech,Restaurant,Marrakech
Bad! Nice place though,,La Trattoria Marrakech,Restaurant,Marrakech
Nice experience!,,La Trattoria Marrakech,Restaurant,Marrakech
First time at the Trattoria,,La Trattoria Marrakech,Restaurant,Marrakech
Experience to renew without hesitation,,La Trattoria Marrakech,Restaurant,Marrakech
Brilliant experience,,La Trattoria Marrakech,Restaurant,Marrakech
A must go restaurant,,La Trattoria Marrakech,Restaurant,Marrakech
Perfect evening,,La Trattoria Marrakech,Restaurant,Marrakech
Historical,,La Trattoria Marrakech,Restaurant,Marrakech
Perfect.,,La Trattoria Marrakech,Restaurant,Marrakech
We love Mehdi,,La Trattoria Marrakech,Restaurant,Marrakech
Perfect,,La Trattoria Marrakech,Restaurant,Marrakech
Memorable!,,La Trattoria Marrakech,Restaurant,Marrakech
*A stunning restaurant with impeccable service *,,La Trattoria Marrakech,Restaurant,Marrakech
To do without hesitation,,Mk Rooftop Marrakech,Restaurant,Marrakech
Excellent traditional restaurant,,Mk Rooftop Marrakech,Restaurant,Marrakech
Thanks to the team,,Mk Rooftop Marrakech,Restaurant,Marrakech
Thank you bader,,Mk Rooftop Marrakech,Restaurant,Marrakech
Stunning view,,Mk Rooftop Marrakech,Restaurant,Marrakech
Beautiful view,,Mk Rooftop Marrakech,Restaurant,Marrakech
Very good time,,Mk Rooftop Marrakech,Restaurant,Marrakech
Very good cocktails,,Mk Rooftop Marrakech,Restaurant,Marrakech
Excellent,,Mk Rooftop Marrakech,Restaurant,Marrakech
Beautiful,,Mk Rooftop Marrakech,Restaurant,Marrakech
Be careful: Bad rip-off..,,Mk Rooftop Marrakech,Restaurant,Marrakech
Beautiful discovery,,Mk Rooftop Marrakech,Restaurant,Marrakech
"Bad service, menu that lies and sketchy payment. Do Not Go Here.",,Mk Rooftop Marrakech,Restaurant,Marrakech
Pancakes were really good,,Fluffy,Restaurant,Marrakech
Excellent,,Fluffy,Restaurant,Marrakech
Amazing!,,Fluffy,Restaurant,Marrakech
Very good restaurant,,Fluffy,Restaurant,Marrakech
Recommended,,Fluffy,Restaurant,Marrakech
Amazing experience,,Fluffy,Restaurant,Marrakech
Excellent place,,Fluffy,Restaurant,Marrakech
9/10,,Fluffy,Restaurant,Marrakech
Portuguese Family Review,,Fluffy,Restaurant,Marrakech
Wonderful place,,Fluffy,Restaurant,Marrakech
Maravilhoso,,Fluffy,Restaurant,Marrakech
Employee sympathy,,Fluffy,Restaurant,Marrakech
I loved it,,Fluffy,Restaurant,Marrakech
AMAZING!!,,Fluffy,Restaurant,Marrakech
Perfect.,,Fluffy,Restaurant,Marrakech
Unforgettable honeymoon with great food and amazing staff!,"We had a fantastic honeymoon here. If you're looking for an all-inclusive right in the middle of a city, this is the place to go. You'll be pampered by all the staff, fun activities are organized, the food is amazing, and the staff are incredibly friendly.

And if you want the best cocktails, make sure to visit Hamza and Abderahmane. Wow, such great guys and their cocktails are truly the best in the resort!

Thank you to everyone at TUI Medina Gardens for an unforgettable week.",TUI BLUE Medina Gardens,Tourist+Attraction,Marrakech
Shocking decline in the space of 12 months,"We came back to Medina gardens for the second year in a row, having had such an amazing time last year. The 2 experiences couldn’t have been further apart. 

The air conditioning in the room was all but useless, even after having it on all night the temperate was still 21-22 degrees, with 40 degree plus heat outside it was extremely uncomfortable and difficult to sleep. We spoke to reception, someone came to clean the filter, which was absolutely filthy, but it made no difference. 

We purchased day beds so we could have some shade. On the Sunday, the beds by the main pool were all booked so we booked a bed by the relax pool. When we got to the bed, not only was it completely broken but there were no cushions on it. The bed was broken in the middle so both sides tilted towards the middle, the back section was completely broken off so we had nothing to lean up against. When we spoke to the lifeguard and asked for some cushions, he told us they were in the laundry. 

Upon check out we told the receptionist we didn’t use the bed on Sunday and asked them to remove it. I then had to wait over 30 mins on our last day for the manager to seek out the lifeguard and ask him. She then came back and told me they could not remove it from my charge as we didn’t let them know on the day and that it had already been charged to my room. We had booked a bed for the final day, so I asked if that could be refunded, the manager agreed, I paid the bill. 

Twenty minutes later the same manager came out to the pool to our bed and told me we had to pay for the bed! I refused. 

Service in the main restaurant was slow and poor, as was the food. 

We paid for a jacuzzi for our balcony; hardly any of the jets worked, the plastic surround was tatty and dirty, we only used it once. 

The WiFi was shocking. At least 50% of our stay we had none. It kept going in and out which was frustrating when you’re trying to listen to music or an audiobook by the pool. 

The resort wreaks of cost cutting and is no longer a premium facility. 

The only positive was the service of the guys making cocktails in ‘the bar’ they were brilliant, so friendly and excellent service. 

Needless to say we will not be returning next year.",TUI BLUE Medina Gardens,Tourist+Attraction,Marrakech
"Beautiful, clean, friendly hotel.",Third time here but first time during Summer as usually come for New Year's Eve. Staff are friendly and helpful. They really do want you to enjoy your time. Food is excellent with great selection and very fresh. I did email hotel 3 times over a 4 month period before arriving in order to request room upgrade but never had response. Our room experience has got worse each time we come here.  Another thing to note is we asked for late check out and paid for this but was only given one option till 6pm. When looking on app we saw we could have checked out 2 hours earlier (which fitted with our flight) and it would have been cheaper. We did tell reception and they apologised. Entertainment staff seem to be enjoying themselves but could have done more to involve people during Entertainment nights. We feel this was much better at new year.  There is unfortunately the same age old issue of the reserving sunbeds at crack of dawn which is a pain and have seen this done so much better at other hotels with app reservations etc. The one morning that the sunbed policy was followed through was much better to avoid the sunbed hoggers who leave the towel and disappear back to bed etc.  Overall this is a beautiful hotel with very hard working friendly staff and we will most likely return again in the future.,TUI BLUE Medina Gardens,Tourist+Attraction,Marrakech
An amazing two weeks away.,"Just back from our fourth stay here and it just gets better each year. 
Hotel is in a perfect position for exploring the souks and riads and a very short taxi ride to some of Marrakech’s best spots such as plus61 restaurant or Al Fassia Aguedal. 

We knew that there had been a change of manager this year and with that some staff changes, so wondered if it would have the same family ran feeling, but there were no issues at all. In fact the whole team were incredible. 
From Chef Said and his hard working squad delivering amazing quality hotel food (wait til you see the desserts!) to Aazzedine and Fatima 🥰 looking after us superbly. They have all been here years now and are an example to all in terms of service, politeness and friendliness. 
I swam every morning and called in to the restaurant for a coffee before going back to the room and the daily greeting from Abdullah is worth coming back here alone. Top top guy. 
Moroccan hospitality takes some beating, and this goes for outside of the hotel environment too, but if this hotel lacks in any 5star refinery then it’s made up for in spades by the people. 
From the warm welcome by Abir, Chawki and the management team after a late arrival, to the great service by the pool bar squad including Abdulwahid and Reda, topped off by the best bar staff in the city in Ahmed, Mohamed and Omar. 
There have been changes to the nightly entertainment, not something we’re huge on, but definitely better, and overall lots of little improvements around the whole hotel which are noticeable. There are even a peacock and hen wandering the superbly kept gardens now, which is a strange sight at first but really adds to the character of the place. 
Padel courts, a heated quiet pool for laps and a great gym keeps you in cake credit (you’ll need it), but if you just want to come away to switch off, enjoy some glorious uninterrupted sunshine with only a 15 minute airport transfer then this is the spot. ( RAK airport was great this year too, so it looks like they have addressed the queuing complaints)
There are so many amazing places to visit in the city and using Medina Gardens as a base is perfect. 
Trips to the secret garden, El Fenn, Kabana, Nobu are all within walking distance and Majorelle area with shops and museums is a 5 minute taxi trip.  Just beware of using InDrive as an uber alternative. Some of the drivers are lunatics! Better to pay the local taxis a bit more for a safer, more enjoyable trip. 
Not sure there’s much more to add and sorry if I’ve missed anyone out but I’m really struggling to think of anything negative to say. 
I miss lazing in the pool with the city sounds and the call to prayer floating over the garden walls. 
My wife and I will definitely be returning a fifth time.",TUI BLUE Medina Gardens,Tourist+Attraction,Marrakech
